delta,rep,method,choice,oracle_choice,accuracy,indecision,safety_violation,false_robustness
0.3,79,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,79,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,80,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,80,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,80,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,81,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,81,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,81,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,82,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,82,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,82,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,83,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,83,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,83,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,84,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,84,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,84,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,85,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,85,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,85,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,86,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,86,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,86,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,87,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,87,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,87,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,88,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,88,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,88,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,89,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,89,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,89,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,90,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,90,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,90,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,91,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,91,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,91,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,92,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,92,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,92,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,93,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,93,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,93,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,94,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,94,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,94,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,95,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,95,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,95,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,96,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,96,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,96,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,97,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,97,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,97,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,98,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,98,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,98,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,99,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,99,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,99,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,100,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,100,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,100,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,101,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,101,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,101,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,102,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,102,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,102,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,103,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,103,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,103,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,104,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,104,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,104,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,105,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,105,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,105,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,106,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,106,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,106,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,107,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,107,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,107,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,108,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,108,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,108,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,109,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,109,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,109,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,110,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,110,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,110,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,111,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,111,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,111,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,112,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,112,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,112,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,113,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,113,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,113,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,114,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,114,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,114,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,115,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,115,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,115,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,116,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,116,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,116,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,117,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,117,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,117,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,118,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,118,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,118,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,119,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,119,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,119,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,120,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,120,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,120,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,121,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,121,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,121,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,122,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,122,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,122,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,123,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,123,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,123,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,124,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,124,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,124,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,125,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,125,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,125,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,126,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,126,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,126,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,127,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,127,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,127,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,128,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,128,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,128,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,129,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,129,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,129,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,130,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,130,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,130,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,131,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,131,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,131,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,132,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,132,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,132,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,133,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,133,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,133,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,134,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,134,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,134,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,135,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,135,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,135,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,136,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,136,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,136,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,137,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,137,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,137,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,138,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,138,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,138,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,139,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,139,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,139,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,140,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,140,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,140,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,141,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,141,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,141,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,142,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,142,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,142,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,143,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,143,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,143,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,144,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,144,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,144,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,145,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,145,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,145,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,146,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,146,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,146,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,147,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,147,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,147,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,148,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,148,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,148,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,149,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,149,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,149,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,150,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,150,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,150,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,151,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,151,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,151,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,152,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,152,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,152,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,153,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,153,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,153,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,154,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,154,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,154,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,155,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,155,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,155,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,156,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,156,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,156,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,157,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,157,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,157,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,158,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,158,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,158,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,159,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,159,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,159,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,160,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,160,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,160,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,161,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,161,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,161,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,162,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,162,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,162,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,163,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,163,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,163,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,164,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,164,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,164,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,165,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,165,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,165,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,166,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,166,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,166,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,167,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,167,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,167,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,168,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,168,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,168,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,169,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,169,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,169,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,170,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,170,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,170,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,171,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,171,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,171,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,172,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,172,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,172,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,173,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,173,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,173,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,174,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,174,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,174,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,175,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,175,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,175,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,176,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,176,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,176,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,177,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,177,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,177,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,178,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,178,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,178,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,179,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,179,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,179,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,180,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,180,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,180,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,181,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,181,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,181,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,182,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,182,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,182,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,183,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,183,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,183,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,184,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,184,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,184,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,185,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,185,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,185,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,186,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,186,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,186,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,187,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,187,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,187,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,188,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,188,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,188,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,189,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,189,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,189,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,190,Nominal SMAA,Fast + safeguards,Conditional scaling,0,0,1,1
0.3,190,TV-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,190,W-DR-SMAA,Conditional scaling,Conditional scaling,1,0,0,0
0.3,191,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,191,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,191,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,192,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,192,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,192,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.3,193,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.3,193,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
